,Российская Федерация,Белгородская область,Брянская область,Владимирская область,Воронежская область,Ивановская область,Калужская область,Костромская область,Курская область,Липецкая область,Московская область,Орловская область,Рязанская область,Смоленская область,Тамбовская область,Тверская область,Тульская область,Ярославская область,Республика Карелия,Республика Коми,Ненецкий автономный округ (Архангельская область),Архангельская область (кроме Ненецкого автономного округа),Вологодская область,Калининградская область,Ленинградская область,Мурманская область,Новгородская область,Псковская область,Республика Адыгея (Адыгея),Республика Калмыкия,Республика Крым,Краснодарский край,Астраханская область,Волгоградская область,Ростовская область,город Севастополь,Республика Дагестан,Республика Ингушетия,Кабардино-Балкарская Республика,Карачаево-Черкесская Республика,Республика Северная Осетия-Алания,Чеченская Республика,Ставропольский край,Республика Башкортостан,Республика Марий Эл,Республика Мордовия,Республика Татарстан (Татарстан),Удмуртская Республика,Чувашская Республика - Чувашия,Пермский край,Кировская область,Нижегородская область,Оренбургская область,Пензенская область,Самарская область,Саратовская область,Ульяновская область,Курганская область,Свердловская область,Ханты-Мансийский автономный округ - Югра (Тюменская область),Ямало-Ненецкий автономный округ (Тюменская область),Тюменская область (без автономных округов),Челябинская область,Республика Алтай,Республика Тыва,Республика Хакасия,Алтайский край,Красноярский край,Иркутская область,Кемеровская область - Кузбасс,Новосибирская область,Омская область,Томская область,Республика Бурятия,Забайкальский край,Республика Саха (Якутия),Камчатский край,Приморский край,Хабаровский край,Амурская область,Магаданская область,Сахалинская область,Еврейская автономная область,Чукотский автономный округ,город Москва,город Санкт-Петербург
2006.0,10.214595862891551,8.62008550003504,7.806012290317223,7.761408551922386,8.225739275301958,9.064982684864534,10.795638562020944,14.445545956663363,9.8531501657982,8.111970147949854,8.597316413814632,10.029419630917358,11.344412379341229,10.322141560798547,9.774109470026065,10.53503689896674,8.845364081503712,8.239095315024233,7.63578735052586,7.0065455886420205,15.126050420168067,10.002985965959988,8.629026259019565,6.808697562047001,7.860665844636251,10.177819372952738,11.24635841373966,13.244001246494236,8.0,14.176949330532947,,8.176449672252774,10.682213063213615,11.132172907383413,13.202871587690794,,14.946499229460793,31.118928426464617,16.0785583252401,10.724925521350546,9.644005238718893,16.756600903856054,10.157682434910157,10.908045841396568,11.201493532470996,6.758583400919167,8.250470303681807,10.78090240146027,9.145880574452004,11.564135189366016,9.913793103448276,11.510984907029396,9.895432501699291,10.625933919973434,7.366366555436631,9.065227473963823,10.092297075821616,14.256420271457866,8.667029917185257,7.468557128811482,13.287117273252454,7.3980601444245675,9.120074530097439,15.35735380980508,15.154066341134872,15.470320962749016,11.249171500478775,12.94407059211092,11.740741148031017,10.27247424756475,9.644688250690187,8.860344100135952,13.801537386443046,12.323075839729595,10.162341812603861,10.558508701667517,12.135295636457526,10.703875376308119,12.275853203933416,17.491590581451224,14.168937329700272,12.958226768968457,14.272970561998216,25.139664804469277,7.899636552926077,4.689101356172915
2007.0,9.272417118379765,4.851270266819864,8.582405015738175,7.084951290959875,8.167634871717084,7.72346237166808,8.657577868444621,8.716642081265924,9.911141490088859,7.8431503431795475,7.94288811291635,7.58150113722517,10.59070574271889,9.643916913946587,5.986814801435618,9.704611461358645,9.410864575363428,6.751054852320675,7.132080647373474,7.571149222129686,16.923076923076923,10.25072724754121,9.023096996871757,7.435320150015019,7.5752004118555565,9.481379940598583,7.895492391616422,8.490716572561224,9.007244957900921,9.886665059078853,,7.642873532850547,9.723261032161554,10.843031323794099,12.448523285296453,,14.59304585920106,18.83148237566393,11.152748037116345,9.189671477598925,10.22344013490725,16.7478134458917,8.516495304954404,9.669700298132748,7.700637709060282,5.847193347193348,7.794061711757895,7.910010786378344,6.411987041036718,11.268211215748378,9.704189532860394,9.651750325254909,9.031457891411511,10.284692204501416,6.825536922624301,8.572525286079328,9.095386017196017,11.885467314964885,7.785040726487289,5.609197981240451,13.00221037576388,6.85080469769465,9.012972084944698,13.593672763222935,15.847434864356702,13.378839590443686,10.06770888723457,11.909293901768516,10.530883474764543,9.308863706818801,8.535570567745987,8.972789170351366,11.06177719965862,11.266688375122111,8.53665919961252,10.263833146917559,8.677896886166412,11.34325681492109,11.923884838749537,16.1865717298324,14.3646408839779,8.814930533450212,20.875972165370445,17.156862745098042,6.886902669111418,4.258291685068847
2008.0,8.405333453074594,6.305770374776919,7.472588867937705,9.236257086438627,7.894036167173386,6.554138983659544,7.3200874607852455,10.550400406762426,9.483251212128275,6.981916044046369,7.416355023472338,6.231276213301379,8.796659660653908,7.939698492462311,4.808635917566241,7.494429815677537,7.350862312694374,6.648649556988059,5.710577547047372,6.561573550552664,7.204610951008645,8.918158743225629,7.611798287345386,5.684995340167754,7.832715574515701,9.194395796847635,9.693287037037036,8.204849631984201,8.342208022719205,11.51808339092375,,7.02335337319448,8.309859154929578,11.827309087236742,9.99782400301111,,12.856389666220545,14.758545849158981,5.703893527320823,8.60992050695212,9.504752376188094,16.641166907564717,9.62472966502601,9.216680695488902,7.5336114974501625,5.839416058394161,5.907556215357933,8.61481553587073,5.862367597095464,9.924444527148147,7.3971915747241725,8.150419648244752,8.337659652286241,7.831240299139268,6.613792914185351,6.765604539502401,9.434663100809747,9.885230795007121,7.486241279354598,5.145576947815274,11.14450288004007,7.501140173306346,8.538291130888899,11.28923007450892,12.978830645161292,11.300853842290307,8.987019617752098,9.56535876869716,9.152100460265517,8.533960938452148,7.596772939088953,7.692927051121693,10.768770565360455,8.474059623239652,8.535010388006064,9.105691056910569,7.466401194624191,10.198250472548244,11.520467836257309,15.579097302590581,10.072747621712367,8.053055423969683,11.618900077459333,9.271523178807948,6.262816738477206,4.381254214060919
2009.0,8.089384026028101,5.144580450594288,7.358045258919895,7.087628865979381,7.724632963215891,8.031788229105436,7.580782715815408,10.235165102960888,8.68249163613191,6.546773939107115,7.364645305328617,6.392802178288149,8.927038626609441,8.097559395598166,6.0927672955974845,9.068043420704262,7.513707439247275,6.065676636686885,4.952380952380952,5.040326814790671,5.839416058394161,7.918245804006498,7.707002173769844,7.128976140150116,5.441996283514734,7.282356835484938,7.644207983610818,9.315906562847607,7.215007215007215,12.778810408921933,,5.850797755489672,8.153310104529616,9.786720365388891,9.020676123414072,,14.804126971577658,11.491851232762224,6.317171219952416,9.01482455702601,8.772813052350765,16.537551467652932,9.653453210747674,6.945445232651776,7.150837988826816,6.623328836011284,5.885513024489963,7.610493973056015,6.646375551276477,8.476693801320701,6.586788783639671,8.608323752434544,7.271050578137192,6.122448979591836,7.202751121031237,6.754060334093588,7.746273019584916,10.502454213500611,6.280298015178153,3.9724072411548077,10.684023087314257,6.709794670697655,8.330964511403144,9.537101651546871,15.859564164648909,8.205893323386796,8.924546982584891,10.356195594014117,10.036690261187175,8.322958350485077,8.45111959849605,6.962818548948615,10.340809787357996,8.918485046673405,6.557193297091296,8.861236802413273,11.76759009561167,10.559621461083948,10.278834686807881,13.000725581035807,10.638297872340425,7.228927275385181,15.059015059015058,12.875536480686696,6.658839579313343,4.65447629832962
2010.0,7.49040452917298,5.099286099946008,7.768823059609381,7.014157014157014,7.09488123210799,6.648099901176893,6.8873110685350065,6.406307749168413,7.883420926899188,6.016565088295047,6.627508918222908,7.148622160728698,8.224933466163211,5.547985205372786,4.159814259456322,7.9000675219446315,7.057067245708081,6.929376356127948,4.858713719473213,5.045758185032229,5.649717514124294,6.821558827502364,7.4113287453679195,4.48681996634885,6.052544063851014,5.2671181339352895,7.17439293598234,7.9297649391107345,7.166591796175138,9.508716323296355,,5.239627459350139,7.662835249042145,9.752133279154815,7.6024445510122955,,14.284059761417595,12.524601896582574,5.963271021126677,10.34928848641656,7.485175464178089,15.558238073364214,8.316458483029585,6.91127445825669,6.567772619182425,6.30119722747322,5.554650202029979,6.579253084542482,5.423060331546188,8.101510314671245,7.5910931174089065,7.934109425143467,7.0042237908740885,7.763975155279503,6.373710836303474,5.9987585496026,6.3226744186046515,8.68319001854662,6.077704055866116,4.225969780329307,12.155494042604406,6.012220778141067,7.5694432268237115,9.425070688030159,12.975988357991753,8.489388264669163,9.428771946195734,9.1519582857371,9.90045566508142,8.298186996768363,7.39197864717087,6.440799146918059,6.511559847819725,7.196855155730269,7.4136955291454445,7.190231203124031,9.489612721210566,9.492457131080142,10.539046302695231,12.812690665039659,9.449694274596999,5.9298498759673075,10.382059800664452,21.164021164021165,6.025566429636692,4.621222487767696
2011.0,7.340726171525097,5.031372084763821,9.198899029407505,6.008693428790591,6.127510128228641,8.155867693701857,6.846820199762826,7.381889763779528,7.63653193458809,7.333599043443604,6.301724476054755,7.76981910889887,7.3036093418259025,7.234333756965491,4.176610978520286,8.370460375320642,5.552508911434055,5.862824044642227,5.576449228375049,4.353393085787452,10.9204368174727,6.735424121237634,6.4412238325281805,4.517532090289204,5.3893829156561575,8.57991420085799,7.615618942121296,6.112295664534471,5.6251134095445465,5.7224606580829755,,6.091068520606288,7.233278086853587,9.114143251546558,7.57234004883729,,15.249789718261052,13.701187221665899,5.681818181818182,8.109397360470663,9.44578313253012,17.70457150249672,8.703334076869915,6.755547209179516,5.846018089565409,5.192502532928065,4.9189388392917754,5.773724969069331,3.471576467670944,7.452578565083233,6.445904954499495,7.049430551956644,7.841742235516747,5.663894465156295,6.382229266513475,5.814170176288621,7.534983853606028,9.439681302502814,5.753265193314017,5.21018971011215,10.660205935796487,5.481226103828355,7.632138533673798,10.91375989728226,13.526340768865685,9.438648782911079,7.7426121491344215,7.835021182071481,8.915865648646681,7.478455910078134,7.182929467639044,5.915394139341975,7.045322486926206,8.141442371954554,6.438019431113192,6.273602143988305,10.02757583354224,9.754634418217703,10.488704472106962,10.815159099034679,7.218212104386452,4.452832515268078,14.112903225806452,14.45086705202312,5.937391782744518,4.2979462658478
2012.0,8.599018355555499,7.089823033551052,8.834168057874235,7.722712070538157,6.54213231738485,6.130731370347983,10.139425550845417,7.779349363507779,7.3584622315663015,8.341945961907575,7.387685591614496,10.520231213872833,9.877750690430485,9.62192632908932,4.137002116605735,9.563194623933832,6.581069746435254,8.055995773903856,7.644110275689223,5.901379063362218,2.7027027027027026,7.3319755600814664,8.394291881520566,5.61559706559528,6.085452565498687,6.612466124661246,8.288770053475936,9.968592107059948,7.956152758132957,7.751937984496124,,6.504326028690308,9.27861996863565,11.073655344212181,9.031481249417931,,15.150168686153817,11.921744446708782,8.59995627140879,10.72762861882559,11.71618708407536,22.34555506975425,11.10216929485118,7.864808018171774,8.12925515699624,7.9578844270323215,6.378982391478692,8.419325590432193,5.227781926811053,8.469124634881624,7.038504761341456,8.770352812518405,9.651607244825964,7.173309873451986,6.931611692139911,7.051199109292528,6.9568811131009785,8.629039216967112,7.306634554360385,4.478799566134351,10.304709141274238,7.0566711678355185,8.579733386789616,12.973202892386219,18.131270397679195,12.819005057038693,10.093289522339662,9.65984216255884,9.502546864302333,8.770999567031568,8.410118068415507,7.905006922818293,8.620689655172413,8.251797713073204,7.342143906020558,9.581263307310149,11.303511303511304,10.363129779432615,11.514953067015936,13.721980738089151,8.346374543557642,6.333132256384193,15.541922290388548,20.862308762169683,7.820101135518788,4.507323116841204
2013.0,8.14072529985886,6.486607392495666,8.949837603753156,7.415858528237307,7.44566764220925,7.307332823519416,9.408374300728937,8.587786259541986,8.335245086793607,7.670691881218197,7.038625423210529,8.484425848442585,9.141655205889492,8.892325536439204,5.529685681024447,9.937723598780972,7.610853739245533,7.741347905282332,6.444824411416546,5.923326540184968,7.032348804500703,7.748217224355458,10.094904189082996,6.4332967387363,5.754475703324808,6.19497880665145,8.412338095873947,7.700770077007701,6.741198301218028,7.7332044465925565,,5.865186969205919,8.642467756947214,9.851232978979345,9.509458694670986,,12.727898855152388,13.797428661022263,6.739059137490285,9.186968591285549,10.034060572585842,17.08581877042055,9.603434640153655,7.695676898773558,7.227722772277228,7.379627389305589,6.9713549854654335,8.006477150053977,4.782759018093811,8.360429468036711,5.717286039320926,8.379820774655308,10.037476591768131,5.5494656070156205,7.128414339841846,6.751827865976913,8.514664143803218,8.470481179800888,6.857856457870781,5.380978670876744,10.401521082652947,6.987876035079139,8.373037683332527,12.649649875762368,16.91176470588235,10.02865329512894,8.933800232217195,8.217388964652622,9.953532579997887,7.311392193522107,6.807318334888365,7.295519934237567,6.8600149426068056,8.398950131233596,8.642399267399268,9.550528263594579,10.516252390057362,11.836490476506192,12.061052406873731,10.363154544243267,8.933263268523385,5.467058628736735,19.45031712473573,23.988005997001498,7.292994740368652,4.380651253712874
2014.0,7.466803069028108,5.779373807653462,9.225369179505917,6.954542580767529,5.7239877325073945,5.814465535183074,7.321999663356337,8.940437356530143,6.327184021954566,7.732342007434944,6.785799088370651,7.825468342423524,6.072712744706352,6.626968882059162,4.400650530948052,6.662180349932705,6.839405497829804,5.792903692976104,6.630961489415966,5.114059767935332,5.578800557880055,6.768543716418952,7.666625448250278,7.872724290634737,6.680819180819181,6.395412945197927,7.261268666940676,6.428172163219676,8.432903079590794,9.554940910233844,,5.504888680956633,9.726603575184017,7.945362950941609,7.815686334592441,,12.203451318121566,14.702771313729638,6.675567423230975,8.445443995758511,10.710008965016126,14.987535720800146,10.353900708831327,7.568122604908143,8.217821782178218,5.988755805426546,6.509085642809251,8.229708342753788,4.402224281742354,7.547365494523154,4.298764105319721,7.668907691914415,9.731204399865396,5.4967426710097715,6.3661278570157815,7.237050637434549,7.9824386350029926,8.813160987074031,6.202783300198807,4.4292401872524305,8.293321693583588,5.740722538076685,6.882163318751707,9.444569372610749,15.463917525773196,8.455882352941176,8.74988625147873,8.269264666520142,8.794578021623366,7.198032832996225,6.807675628287399,7.413870781935247,4.705400981996727,6.417361880870428,7.2737686139747995,7.965327398383508,9.950248756218905,9.100437827701331,9.572431397574984,9.050998343040007,5.984766050054406,6.142322097378277,14.855687606112054,23.738872403560833,5.9527724910681155,4.240126233765151
2015.0,6.513947851958828,6.157635467980296,7.890808274685433,6.570867108818471,4.860364805095514,5.441714139954086,8.669843005545575,7.111329082883766,4.675404307503641,7.573507573507573,4.773572656891333,8.985879332477536,6.25346315206206,7.654563297350344,3.6658306000385874,6.562922868741543,6.7029214619957,5.816959669079628,5.691372396843875,4.662202254810545,5.2493438320209975,6.039689387402934,5.799401745925158,6.042052686699428,6.022974231605091,5.934718100890208,5.975013579576317,7.656967840735069,7.8389592712618406,8.631964425843577,6.262786522483404,5.365906271908536,8.0,6.546373936341433,6.549878103835707,4.7523391561673485,12.078795409692274,11.41341941434171,6.731606874158548,8.616247830859608,8.89662508461464,12.00986493425145,8.116889816935243,7.399148591121022,7.536930961712391,4.450661241098677,6.028225452116909,5.586843883757603,3.2675924845372855,5.850367696898377,4.168176875679594,6.859398298569903,6.810126306780743,4.348426283821094,5.540233812510678,6.854799003026898,6.455906821963394,5.692113576639566,5.482491398437248,4.993294452710706,7.2504182933630785,5.990992852125769,6.50336451665846,10.193933366484336,14.688209373748164,8.848438882568576,7.384003786463923,6.189620855381329,6.9461290003847305,6.769089863493945,5.996927727794836,6.612553355258554,4.651799151730743,6.948942936222838,7.98046572568638,7.5946290783158155,9.156626506024097,7.72294935371108,6.222547584187408,7.698729245895557,5.134055904164289,6.167286905195263,13.19710515112814,16.105417276720353,5.93440675631858,4.383174266525274
